case_id,source_title,court,decision_date,text_length_chars,case_category_guess,is_california_state_case,is_federal_case,is_out_of_state_case,contains_criminal_signal,contains_admin_signal,contains_procedure_only_signal,has_full_text,has_potential_fact_background,status,excluded_reason,notes
US_california_2133706,People v. Brych,California Court of Appeal,1988-08-16,23445,personal_injury,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_884392,Sternhagen v. Dow Co.,Montana Supreme Court,1997-04-10,34701,personal_injury,False,False,True,False,False,False,True,True,fail,out_of_state_or_not_california_state,
US_california_2134818,Coalition for Fair Rent v. Abdelnour,California Court of Appeal,1980-06-18,44847,unclear,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,
US_california_2134989,People v. Guy,California Court of Appeal,1980-06-06,23580,auto_accident,True,False,False,True,False,True,True,True,fail,criminal_habeas_signal,
US_california_2113532,Metzger v. Barnes,California Court of Appeal,1977-10-07,15762,personal_injury,True,False,False,False,False,False,True,True,pass,,
US_california_2135236,GeoMetrics v. County of Santa Clara,California Court of Appeal,1982-01-18,17875,unclear,True,False,False,False,False,True,True,True,fail,no_liability_damages_keyword,
US_california_2115342,Grubb & Ellis Co. v. Spengler,California Court of Appeal,1983-06-14,19348,fraud_damages,True,False,False,False,False,True,True,True,fail,attorney_fee_only_signal,
US_california_2116581,Cedars-Sinai Medical Center v. Superior Court,California Court of Appeal,1988-12-05,8600,unclear,True,False,False,True,False,True,True,True,fail,criminal_habeas_signal,
US_california_2117604,Uva v. Evans,California Court of Appeal,1978-07-28,16742,wrongful_death,True,False,False,False,False,True,True,True,warning,,procedure term present but factual background detected
US_california_2117696,Brumbaugh v. County of Imperial,California Court of Appeal,1982-05-27,15641,unclear,True,False,False,False,False,False,True,True,fail,no_liability_damages_keyword,
US_california_2135855,"Osborne v. Subaru of America, Inc.",California Court of Appeal,1988-02-16,44182,fraud_damages,True,False,False,False,False,True,True,True,warning,,procedure term present but factual background detected
US_california_2119312,Monterey Sand Co. v. California Coastal Commission,California Court of Appeal,1987-04-17,22395,unclear,True,False,False,False,False,False,True,True,fail,no_liability_damages_keyword,
US_california_2120849,Westinghouse Credit Corp. v. Wolfer,California Court of Appeal,1970-07-30,12116,unclear,True,False,False,False,False,True,True,True,fail,no_liability_damages_keyword,
US_california_2121113,Camrosa County Water District v. Southwest Welding & Manufacturing Co.,California Court of Appeal,1975-07-16,11790,personal_injury,True,False,False,False,False,False,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2122753,Yee v. City of Sausalito,California Court of Appeal,1983-04-15,12194,personal_injury,True,False,False,True,True,True,True,True,fail,criminal_habeas_signal,
US_california_2122902,In Re Marriage of Wood,California Court of Appeal,1983-04-05,31129,unclear,True,False,False,False,True,False,True,False,fail,administrative_public_law_signal,
US_california_2124869,Rason v. Santa Barbara City Housing Authority,California Court of Appeal,1988-05-27,29834,personal_injury,True,False,False,False,False,False,True,True,pass,,
US_california_2158631,Brunson v. Brunson,California Court of Appeal,1985-05-24,3478,unclear,True,False,False,False,False,False,True,False,fail,no_liability_damages_keyword,
US_california_2159706,University of Southern California v. Superior Court,California Court of Appeal,1990-08-10,26816,unclear,True,False,False,False,True,True,True,True,fail,administrative_public_law_signal,
US_california_2160445,Committee for Sewer Referendum v. Humboldt Bay Wastewater Authority,California Court of Appeal,1978-01-26,19288,unclear,True,False,False,False,False,False,True,True,fail,no_liability_damages_keyword,
US_california_2160672,People v. Miles,California Court of Appeal,1985-09-24,36187,personal_injury,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2161211,People v. Superior Court (Williams),California Court of Appeal,1991-08-15,30430,unclear,True,False,False,True,True,True,True,True,fail,criminal_habeas_signal,
US_california_2161337,"Troy Gold Industries, Ltd. v. Occupational Safety & Health Appeals Board",California Court of Appeal,1986-11-25,31811,unclear,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,
US_california_2162166,In Re Marriage of Lopez,California Court of Appeal,1974-03-26,52185,unclear,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,
US_california_2178951,"Freedom Newspapers, Inc. v. Superior Court",California Court of Appeal,1986-10-31,18566,unclear,True,False,False,True,False,True,True,False,fail,criminal_habeas_signal,
US_california_2163959,People v. Howard,California Court of Appeal,1984-11-26,37547,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2165328,People v. Lombardo,California Court of Appeal,1975-08-05,11959,unclear,True,False,False,True,False,True,True,False,fail,criminal_habeas_signal,
US_california_2166026,People v. Gutierrez,California Court of Appeal,1977-08-03,80474,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2166382,People v. Morris,California Court of Appeal,1979-09-28,16184,unclear,True,False,False,True,False,True,True,True,fail,criminal_habeas_signal,
US_california_2166785,In Re Hendricks,California Court of Appeal,1970-03-23,9663,personal_injury,True,False,False,True,True,True,True,True,fail,criminal_habeas_signal,
US_california_2167645,National Auto. & Casualty Ins. Co. v. Stewart,California Court of Appeal,1990-07-26,21826,auto_accident,True,False,False,False,False,True,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2167799,Fenelon v. Superior Court,California Court of Appeal,1990-09-20,52498,fraud_damages,True,False,False,True,True,True,True,True,fail,criminal_habeas_signal,
US_california_2168425,Bruner v. Superior Court,California Court of Appeal,1989-01-31,7489,unclear,True,False,False,True,False,True,True,False,fail,criminal_habeas_signal,
US_california_2170684,Ott v. Workers' Compensation Appeals Board,California Court of Appeal,1981-05-06,22226,auto_accident,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,insurance coverage signal present
US_california_2170972,People v. Snyder,California Court of Appeal,1990-02-28,99916,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2171914,People v. Pennington,California Court of Appeal,1989-08-15,6474,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2172066,Larson v. Duca,California Court of Appeal,1989-08-21,23202,unclear,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,
US_california_2172717,People v. Leroy,California Court of Appeal,1984-05-08,9493,unclear,True,False,False,True,False,True,True,True,fail,criminal_habeas_signal,
US_california_2174042,Harris v. De La Chapelle,California Court of Appeal,1976-02-24,7153,personal_injury,True,False,False,False,False,True,True,True,warning,,procedure term present but factual background detected
US_california_2174069,People v. Moss,California Court of Appeal,1976-02-10,7360,unclear,True,False,False,True,False,True,True,True,fail,criminal_habeas_signal,
US_california_2174223,Golden v. Conway,California Court of Appeal,1976-03-01,35277,personal_injury,True,False,False,False,False,False,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2175873,"People v. Casa Blanca Convalescent Homes, Inc.",California Court of Appeal,1984-08-23,54151,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2177241,Estate of Birch,California Court of Appeal,1983-03-15,14389,unclear,True,False,False,False,False,False,True,True,fail,no_liability_damages_keyword,
US_california_2137650,"Hill v. CALIFORNIA STATE UNIVERSITY, SAN DIEGO",California Court of Appeal,1987-07-09,25512,unclear,True,False,False,False,True,True,True,False,fail,administrative_public_law_signal,
US_california_2137856,People v. Payne,California Court of Appeal,1988-07-11,11404,unclear,True,False,False,True,True,True,True,False,fail,criminal_habeas_signal,
US_california_2137908,Whorton v. Dillingham,California Court of Appeal,1988-06-23,22188,unclear,True,False,False,False,False,True,True,True,fail,no_specific_liability_category,
US_california_2140246,Nicholas v. Myers,California Court of Appeal,1980-12-05,9432,auto_accident,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,
US_california_2141360,Baldock v. Green,California Court of Appeal,1980-08-14,14007,personal_injury,True,False,False,False,False,True,True,True,warning,,procedure term present but factual background detected
US_california_2141934,People v. Chapman,California Court of Appeal,1975-04-28,28498,personal_injury,True,False,False,True,False,True,True,False,fail,criminal_habeas_signal,
US_california_2143066,People v. Martin,California Court of Appeal,1972-11-24,19273,unclear,True,False,False,True,False,False,True,False,fail,criminal_habeas_signal,
US_california_2143240,In Re Marriage of Warren,California Court of Appeal,1972-11-17,17985,fraud_damages,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,
US_california_2144671,Ellison v. Ventura Port District,California Court of Appeal,1978-05-01,17999,personal_injury,True,False,False,False,True,True,True,False,fail,administrative_public_law_signal,
US_california_2146521,Westerholm v. 20th Century Insurance,California Court of Appeal,1976-05-24,15583,auto_accident,True,False,False,False,False,True,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2146404,Danville Fire Protection District v. Duffel Financial & Construction Co.,California Court of Appeal,1976-05-14,18081,unclear,True,False,False,False,False,False,True,True,fail,no_liability_damages_keyword,
US_california_2147229,People v. Betts,California Court of Appeal,1980-09-15,14490,auto_accident,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2147411,Gates v. Department of Motor Vehicles,California Court of Appeal,1979-07-12,9212,unclear,True,False,False,False,True,False,True,False,fail,administrative_public_law_signal,insurance coverage signal present
US_california_2149264,In Re Bender,California Court of Appeal,1983-11-30,25428,personal_injury,True,False,False,True,True,False,True,True,fail,criminal_habeas_signal,
US_california_2150590,People v. Boren,California Court of Appeal,1987-01-23,15669,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2152536,Marcotte v. Municipal Court,California Court of Appeal,1976-11-29,13261,unclear,True,False,False,False,False,True,True,False,fail,procedure_only_signal,
US_california_2158232,People v. Kozel,California Court of Appeal,1982-07-06,65959,wrongful_death,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,ip signal present
US_california_2212654,Hayward Unified School District v. Superior Court,California Court of Appeal,1965-04-21,9962,personal_injury,True,False,False,False,False,True,True,True,warning,,procedure term present but factual background detected
US_california_2212839,"Anaheim Builders Supply, Inc. v. Lincoln National Life Insurance",California Court of Appeal,1965-04-02,29860,unclear,True,False,False,False,False,False,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2213330,Lewis v. Superior Court,California Court of Appeal,1964-04-01,5129,personal_injury,True,False,False,True,False,True,True,True,fail,criminal_habeas_signal,
US_california_2213670,People v. Moseley,California Court of Appeal,1966-03-16,8961,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2180855,Stirling v. Board of Supervisors,California Court of Appeal,1975-05-14,9665,unclear,True,False,False,False,False,True,True,True,fail,no_liability_damages_keyword,
US_california_2182706,Whitlow v. Board of Medical Examiners,California Court of Appeal,1967-02-10,34338,unclear,True,False,False,False,True,False,True,False,fail,administrative_public_law_signal,
US_california_2185122,People v. Minkowski,California Court of Appeal,1962-06-25,46217,unclear,True,False,False,True,False,False,True,False,fail,criminal_habeas_signal,
US_california_2185868,Cozad v. Henry,California Court of Appeal,1962-07-30,4816,auto_accident,True,False,False,False,False,False,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2186611,Estate of McIntyre,California Court of Appeal,1961-02-28,11765,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_113411,"Harris v. County of Sacramento, California",Supreme Court of the United States,1993-10-04,179,unclear,False,False,True,False,False,False,False,False,fail,no_full_text_or_too_short,
US_california_2187991,"Smith v. Great Lakes Airlines, Inc.",California Court of Appeal,1966-05-05,19672,fraud_damages,True,False,False,False,False,True,True,True,fail,attorney_fee_only_signal,
US_california_2187981,Travelers Indemnity Co. v. Colonial Insurance,California Court of Appeal,1966-05-13,39993,auto_accident,True,False,False,False,False,True,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2188455,Shapiro v. Cahill,California Court of Appeal,1963-09-05,7478,unclear,True,False,False,True,False,True,True,True,fail,criminal_habeas_signal,
US_california_2190233,Bianco v. Superior Court,California Court of Appeal,1968-08-22,10988,fraud_damages,True,False,False,False,True,True,True,True,fail,administrative_public_law_signal,
US_california_2191471,Lu Hong v. Sing Choon Hong,California Court of Appeal,1965-09-27,15872,auto_accident,True,False,False,False,False,True,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2192228,People v. Chambers,California Court of Appeal,1969-09-15,35911,auto_accident,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2192838,Caputo v. Municipal Court,California Court of Appeal,1960-09-06,19886,unclear,True,False,False,True,True,False,True,True,fail,criminal_habeas_signal,
US_california_2193586,Millyard v. Faus,California Court of Appeal,1968-12-11,17718,unclear,True,False,False,False,False,False,True,False,fail,no_liability_damages_keyword,
US_california_2195434,People v. Miles,California Court of Appeal,1962-03-23,4046,auto_accident,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2197536,Ponce v. Black,California Court of Appeal,1964-01-20,9562,auto_accident,True,False,False,False,False,False,True,True,pass,,
US_california_120347,Kunkel v. California,Supreme Court of the United States,2002-05-13,148,unclear,False,False,True,False,False,False,False,False,fail,no_full_text_or_too_short,
US_california_2197861,People v. Plane,California Court of Appeal,1969-06-12,9707,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_127262,Cash v. California,Supreme Court of the United States,2003-02-24,228,unclear,False,False,True,False,False,False,False,False,fail,no_full_text_or_too_short,
US_california_2198944,"New Capital for Small Businesses, Inc. v. Saunders",California Court of Appeal,1963-05-06,8841,unclear,True,False,False,False,False,False,True,True,fail,no_liability_damages_keyword,
US_california_2199157,People v. Spinks,California Court of Appeal,1961-03-21,5229,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2200135,People v. Walker,California Court of Appeal,1962-05-15,14183,auto_accident,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2200351,Bard v. Rose,California Court of Appeal,1962-05-03,9444,personal_injury,True,False,False,False,False,False,True,True,fail,no_liability_damages_keyword,
US_california_2200963,Calhoun v. State Farm Mutual Auto. Ins. Co.,California Court of Appeal,1967-09-18,18530,wrongful_death,True,False,False,False,False,False,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2201455,Hudspeth v. Jaurequi,California Court of Appeal,1965-05-19,4789,auto_accident,True,False,False,False,False,False,True,True,pass,,
US_california_2201916,Tellefsen v. Key System Transit Lines,California Court of Appeal,1961-12-28,12544,personal_injury,True,False,False,True,False,True,True,False,fail,criminal_habeas_signal,
US_california_2202271,Thornton v. Acuna,California Court of Appeal,1966-10-05,12188,auto_accident,True,False,False,True,True,False,True,True,fail,criminal_habeas_signal,
US_california_2203152,People v. Doerr,California Court of Appeal,1968-09-24,7309,unclear,True,False,False,True,False,False,True,False,fail,criminal_habeas_signal,
US_california_2203716,People v. Burch,California Court of Appeal,1961-11-13,34026,personal_injury,True,False,False,True,False,False,True,False,fail,criminal_habeas_signal,
US_california_2204259,People v. Crowley,California Court of Appeal,1961-06-26,14787,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2631807,People v. Taylor,California Supreme Court,2001-12-03,58462,unclear,False,False,True,True,False,False,True,True,fail,out_of_state_or_not_california_state,
US_california_2204747,Payette v. Sterle,California Court of Appeal,1962-04-12,14475,auto_accident,True,False,False,False,False,False,True,True,pass,,
US_california_2204714,Yeck Manufacturing Corp. v. Superior Court,California Court of Appeal,1962-04-20,18774,auto_accident,True,False,False,False,True,True,True,True,fail,administrative_public_law_signal,
US_california_2205484,People v. Magidson,California Court of Appeal,1965-02-02,3837,unclear,True,False,False,True,False,True,True,True,fail,criminal_habeas_signal,
US_california_2207232,Pemberton v. Ince Brothers Pipeline Construction Co.,California Court of Appeal,1962-10-03,19614,auto_accident,True,False,False,False,False,False,True,True,pass,,
US_california_2207362,Kittel v. Currier,California Court of Appeal,1962-09-28,7291,unclear,True,False,False,False,False,False,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2207623,"Oil Base, Inc. v. Continental Casualty Co.",California Court of Appeal,1969-04-02,26396,personal_injury,True,False,False,False,False,False,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2208485,People v. West,California Court of Appeal,1967-08-08,29979,unclear,True,False,False,True,False,False,True,False,fail,criminal_habeas_signal,
US_california_2208717,Losson v. Blodgett,California Court of Appeal,1934-09-21,9212,unclear,True,False,False,False,False,False,True,True,fail,no_liability_damages_keyword,
US_california_2209316,Stone v. Carpenter,California Court of Appeal,1963-01-02,15685,contract_damages,True,False,False,False,False,False,True,True,fail,no_liability_damages_keyword,
US_california_2209819,Bird v. Justice Court,California Court of Appeal,1960-07-14,9076,unclear,True,False,False,True,False,True,True,False,fail,criminal_habeas_signal,
US_california_2210150,Bouchard v. Reed,California Court of Appeal,1935-06-18,3364,unclear,True,False,False,False,False,True,True,False,fail,procedure_only_signal,
US_california_2210468,Hostetter v. City of Los Angeles,California Court of Appeal,1966-04-07,9489,personal_injury,True,False,False,False,True,False,True,False,fail,administrative_public_law_signal,
US_california_2210652,"Eastland Sav. & Loan Ass'n v. Thornhill & Bruce, Inc.",California Court of Appeal,1968-03-20,5801,unclear,True,False,False,False,False,False,True,False,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2211006,Eagle Electric Mfg. Co. v. Keener,California Court of Appeal,1966-12-15,18566,personal_injury,True,False,False,False,False,True,True,True,warning,,procedure term present but factual background detected
US_california_2211293,Wilson v. Lockheed Aircraft Corp.,California Court of Appeal,1962-12-03,9027,wrongful_death,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2211691,King v. Associated Construction Corp.,California Court of Appeal,1960-08-18,9039,fraud_damages,True,False,False,False,False,False,True,True,pass,,
US_california_2211821,Billings v. Rexford Park Apartments,California Court of Appeal,1966-08-18,18045,fraud_damages,True,False,False,False,False,True,True,False,fail,procedure_only_signal,
US_california_2212303,American City Bank v. Zetlen,California Court of Appeal,1969-04-18,11233,unclear,True,False,False,False,False,True,True,False,fail,procedure_only_signal,
US_california_2116022,Burton v. Security Pacific Nat. Bank,California Court of Appeal,1988-01-19,15250,fraud_damages,True,False,False,False,False,True,True,True,fail,non_target_employment_or_public_policy_signal,
US_california_2242360,People Ex Rel. Department of Public Works v. Fair,California Court of Appeal,1964-09-22,16508,auto_accident,True,False,False,True,True,False,True,True,fail,criminal_habeas_signal,
US_california_2242444,Estate of Orwitz,California Court of Appeal,1964-09-21,15850,unclear,True,False,False,False,False,False,True,False,fail,no_liability_damages_keyword,
US_california_2242629,Thomas v. J. C. Penney Co.,California Court of Appeal,1960-11-09,18523,personal_injury,True,False,False,False,False,False,True,True,pass,,
US_california_2242692,People v. Subia,California Court of Appeal,1966-01-06,14516,wrongful_death,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2243696,Barber v. Rancho Mortgage & Investment Corp.,California Court of Appeal,1994-07-28,50607,contract_damages,True,False,False,False,False,True,True,True,fail,attorney_fee_only_signal,
US_california_2243756,KGTV CHANNEL 10 v. Superior Court,California Court of Appeal,1994-07-21,27382,wrongful_death,True,False,False,False,True,True,True,True,fail,administrative_public_law_signal,
US_california_2244322,Quackenbush v. Mission Insurance,California Court of Appeal,1998-03-26,24813,unclear,True,False,False,False,False,False,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2245210,People v. Castellanos,California Court of Appeal,2009-05-18,19283,unclear,True,False,False,True,False,False,True,False,fail,criminal_habeas_signal,
US_california_2246443,Jackson v. Department of Motor Vehicles,California Court of Appeal,1994-02-15,26067,personal_injury,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,
US_california_2247370,People v. Pool,California Court of Appeal,2008-09-10,13224,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2247591,People v. Harris,California Court of Appeal,2006-12-21,24994,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2248727,Fontana Police Department v. Villegas-Banuelos,California Court of Appeal,1999-09-30,8379,unclear,True,False,False,False,True,True,True,False,fail,administrative_public_law_signal,
US_california_145500,Old West Annuity and Life Ins. Co. v. Apollo Group,Court of Appeals for the Eleventh Circuit,2010-05-04,25752,unclear,False,True,True,False,False,True,True,True,fail,federal_case,insurance coverage signal present
US_california_2249299,"Thompson v. Toll Dublin, LLC",California Court of Appeal,2008-07-23,31969,fraud_damages,True,False,False,False,False,False,True,True,pass,,
US_california_2249639,Haraguchi v. Superior Court,California Court of Appeal,2006-10-05,26417,personal_injury,True,False,False,True,True,True,True,True,fail,criminal_habeas_signal,
US_california_2252140,"Lundin/Weber Co. LLC v. Brea Oil Co., Inc.",California Court of Appeal,2004-04-01,22673,unclear,True,False,False,False,False,True,True,True,fail,no_liability_damages_keyword,
US_california_2252798,People v. Nguyen,California Court of Appeal,2005-08-30,16593,unclear,True,False,False,True,False,False,True,False,fail,criminal_habeas_signal,
US_california_2253596,Sully-Miller Contracting Co. v. California Occupational Safety & Health Appeals Board,California Court of Appeal,2006-04-13,38369,wrongful_death,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,
US_california_2255648,Cedars-Sinai Medical Center v. Shewry,California Court of Appeal,2006-03-21,64733,unclear,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,
US_california_2255703,Estate of Stevenson,California Court of Appeal,2006-07-31,39167,fraud_damages,True,False,False,False,False,True,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2255686,County of Los Angeles v. Construction Laborers Trust Funds,California Court of Appeal,2006-03-06,14549,unclear,True,False,False,False,False,True,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2255733,People v. Kirk,California Court of Appeal,2006-07-21,17932,personal_injury,True,False,False,True,False,True,True,True,fail,criminal_habeas_signal,
US_california_2255777,"New United Motors Manufacturing, Inc. v. Workers' Compensation Appeals Board",California Court of Appeal,2006-08-15,16076,personal_injury,True,False,False,False,True,True,True,True,fail,administrative_public_law_signal,insurance coverage signal present
US_california_2258975,Mel Clayton Ford v. Ford Motor Company,California Court of Appeal,2002-12-05,35847,auto_accident,True,False,False,False,False,False,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2261674,Gamet v. Blanchard,California Court of Appeal,2001-08-29,58320,auto_accident,True,False,False,False,False,False,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2263393,"R & P Capital Resources, Inc. v. California State Lottery",California Court of Appeal,1995-01-23,15266,unclear,True,False,False,False,False,True,True,True,fail,no_liability_damages_keyword,
US_california_2263355,In Re Driscoll,"District Court, S.D. California",1956-06-25,6945,fraud_damages,False,True,True,False,True,False,True,True,fail,federal_case,insurance coverage signal present
US_california_2263724,Arrasmith v. State Farm Insurance,California Court of Appeal,1994-04-11,19547,auto_accident,True,False,False,False,False,True,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2265286,Formet v. the Lloyd Termite Control Co.,California Court of Appeal,2010-06-10,20487,personal_injury,True,False,False,False,False,True,True,True,warning,,procedure term present but factual background detected
US_california_2268403,People v. Fulton,California Court of Appeal,2003-06-12,32030,auto_accident,True,False,False,True,False,True,True,True,fail,criminal_habeas_signal,insurance coverage signal present
US_california_2270367,"Pacific Landmark Hotel, Ltd. v. Marriott Hotels, Inc.",California Court of Appeal,1993-10-18,30937,unclear,True,False,False,False,True,True,True,True,fail,administrative_public_law_signal,
US_california_2270519,Hernandez v. City of Encinitas,California Court of Appeal,1994-09-30,64410,unclear,True,False,False,False,False,False,True,True,fail,no_liability_damages_keyword,
US_california_2270776,People v. Brown,California Court of Appeal,1994-09-21,88884,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2271011,People v. Garcia,California Court of Appeal,2003-08-26,20262,unclear,True,False,False,True,False,True,True,True,fail,criminal_habeas_signal,
US_california_2291774,PSC Geothermal Services Co. v. Superior Court,California Court of Appeal,1994-06-17,44367,unclear,True,False,False,True,True,True,True,False,fail,criminal_habeas_signal,
US_california_2294056,Assurance Co. of America v. Haven,California Court of Appeal,1995-02-06,35144,personal_injury,True,False,False,False,False,True,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2294419,"Sav-On Drug Stores, Inc. v. Superior Court",California Court of Appeal,2002-07-17,38427,unclear,True,False,False,False,True,True,True,True,fail,administrative_public_law_signal,
US_california_2295397,People v. Boissard,California Court of Appeal,1992-01-15,26220,auto_accident,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2295665,Law Offices of Cary S. Lapidus v. City of Wasco,California Court of Appeal,2004-01-21,24394,unclear,True,False,False,False,True,True,True,True,fail,administrative_public_law_signal,
US_california_2295931,Castaneda v. United States,"District Court, C.D. California",2008-03-11,64831,unclear,False,True,True,False,False,False,True,True,fail,federal_case,
US_california_2296502,Ray v. Goodman,California Court of Appeal,2006-08-21,21305,personal_injury,True,False,False,False,False,False,True,True,pass,,
US_california_2300300,People v. Brock,California Court of Appeal,2007-09-26,21702,unclear,True,False,False,True,False,False,True,True,fail,criminal_habeas_signal,
US_california_2301789,"Lindenstadt v. Staff Builders, Inc.",California Court of Appeal,1997-06-10,29349,unclear,True,False,False,False,False,True,True,True,fail,attorney_fee_only_signal,
US_california_2302400,McCauley v. Howard Jarvis Taxpayers Associaton,California Court of Appeal,1998-12-30,32790,unclear,True,False,False,False,False,True,True,True,fail,attorney_fee_only_signal,
US_california_2303001,Darden v. General Motors Corp.,California Court of Appeal,1995-10-18,15553,personal_injury,True,False,False,False,False,True,True,True,warning,,procedure term present but factual background detected
US_california_2303074,Noble v. Draper,California Court of Appeal,2008-01-31,46570,personal_injury,True,False,False,False,False,False,True,True,pass,,
US_california_2304271,Prince v. SUTTER HEALTH CENT.,California Court of Appeal,2008-04-04,13102,personal_injury,True,False,False,False,False,True,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2305468,O'GRADY v. Superior Court,California Court of Appeal,2006-05-26,145787,product_liability,True,False,False,False,True,True,True,True,fail,administrative_public_law_signal,
US_california_2306004,"Century 21 Butler Realty, Inc. v. Vasquez",California Court of Appeal,1995-12-05,7773,unclear,True,False,False,False,False,True,True,True,fail,no_liability_damages_keyword,
US_california_2307105,Kalfountzos v. Hartford Fire Insurance Co.,California Court of Appeal,1995-08-30,11454,personal_injury,True,False,False,False,False,True,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2307346,Marriage of Nasca v. PeopleSoft,"District Court, N.D. California",1999-08-23,29874,personal_injury,False,True,True,False,False,True,True,False,fail,federal_case,
US_california_2273094,"Primo Team, Inc. v. Blake Construction Co.",California Court of Appeal,1992-02-18,27679,personal_injury,True,False,False,False,False,True,True,True,fail,insurance_coverage_only_signal,insurance coverage signal present
US_california_2273908,People v. Madeyski,California Court of Appeal,2001-11-14,9795,unclear,True,False,False,True,False,True,True,True,fail,criminal_habeas_signal,
US_california_2279967,"Sierra Craft, Inc. v. Magnum Enterprises, Inc.",California Court of Appeal,1998-06-16,7146,contract_damages,True,False,False,True,False,True,True,True,fail,criminal_habeas_signal,
US_california_2282156,Panagotacos v. Bank of America,California Court of Appeal,1998-01-08,11573,contract_damages,True,False,False,False,False,True,True,True,fail,contract_only_without_tort_damages_facts,
US_california_2286945,Traverso v. Department of Transportation,California Court of Appeal,2001-03-20,27723,personal_injury,True,False,False,False,True,True,True,True,fail,administrative_public_law_signal,
US_california_2288041,California Native Plant Society v. City of Rancho Cordova,California Court of Appeal,2009-03-24,101514,personal_injury,True,False,False,False,True,False,True,True,fail,administrative_public_law_signal,
US_california_2349422,Volkswagenwerk Aktiengesellschaft v. Church,"District Court, S.D. California",1966-06-20,22687,auto_accident,False,True,True,True,False,False,True,False,fail,federal_case,ip signal present
US_california_2349807,Dieterich v. Harrer,Court of Chancery of Delaware,2004-08-03,43569,unclear,False,False,True,False,False,False,True,False,fail,out_of_state_or_not_california_state,
US_california_2314077,United States v. General Motors Corporation,"District Court, S.D. California",1963-03-14,25256,auto_accident,False,True,True,True,False,False,True,False,fail,federal_case,
