case_id,origin_country,origin_state,primary_domain,case_domain,source_grounding_status,legal_leakage_status,legal_leakage_evidence,jurisdiction_leakage_status,jurisdiction_leakage_evidence,translation_equivalence_status,translation_equivalence_issues,translation_equivalence_warnings,fact_id_alignment_status,fact_has_parties,fact_has_conduct,fact_has_context,fact_has_timeline,fact_has_harm,fact_has_causation,fact_has_defense_context,fact_has_causal_sequence,mandatory_fact_dimensions,missing_mandatory_fact_dimensions,core_fact_sufficient,fact_sufficiency_score,preferred_fact_sufficiency,factual_background_sufficient,deterministic_qc_issues,llm_qc_status,llm_qc_findings,manual_review_recommended,final_eligible
KR_4ea4b7c552d041ba9e,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,False,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],True,True
KR_77616f4d33f49f160f,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,False,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,5,True,True,[],not_run,[],False,True
KR_38f0a0551f52400584,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_f5a5d762462130dccb,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_fbac05e4c9ae195c2d,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,False,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,5,True,True,[],not_run,[],True,True
KR_4b24e5a20e1f1ddead,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_293763f5a50c79c279,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
KR_5beca7bd705b05bb94,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,False,False,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,4,False,True,[],not_run,[],False,True
KR_f1f9176685f8c1c0db,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,False,False,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,5,True,True,[],not_run,[],False,True
KR_1e296dbb0bcebaab8f,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,False,False,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,4,False,True,[],pass,[],False,True
KR_af61f4590681c75f54,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
KR_cabb12a8960b273308,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
KR_b7cbce3536a0f4f763,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
KR_91bd2c03cf60df4426,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],False,True
KR_bca778095d79c8e711,KR,,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,False,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
KR_bb48d36e58640760a7,KR,,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_6e91996913ed443be6,KR,,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,False,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,5,True,True,[],pass,[],False,True
KR_17f99b470b67dcf2bd,KR,,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
KR_5b6e230014dd4d5663,KR,,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""unit_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_cc8813e6652ff8b3e4,KR,,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
KR_cda2f7ae1f9162201f,KR,,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,False,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
KR_2fbbb928c434a8f95b,KR,,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""unit_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],True,True
KR_8272e1d4abaf8ec55f,KR,,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],True,True
KR_bd9cba7b4f62c65d0a,KR,,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],True,True
KR_b8f7e4d96ca6d41527,KR,,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
KR_4a417b3e4eb96c19c1,KR,,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,False,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
KR_8954cbe1140427b3ef,KR,,product_liability,product_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,False,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
KR_2e57afc9436b5c385e,KR,,other_civil_liability,other_civil_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],True,True
KR_1db22dfee6cc310e77,KR,,other_civil_liability,other_civil_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
KR_8a49a0389073fce149,KR,,other_civil_liability,other_civil_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],True,True
KR_644078b169f572b0fe,KR,,other_civil_liability,other_civil_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,False,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],True,True
KR_517073e205fb216efb,KR,,other_civil_liability,other_civil_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],not_run,[],True,True
US_5d2b0b2b4752431c53,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_3f0101285fcc76e2b1,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_3a3052ef67238d90fa,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,False,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
US_46a80b1c5e06a72d45,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_5905b849c15a6fb3d6,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_0eaf2fe14baa5be05e,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_89752cdd8fe08c1031,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_369a2f88efd4f55df4,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch"",""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_8b84f7c77a2cc4823f,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_cc8f60960ef40a7434,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
US_8e816087051c99374d,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],True,True
US_f6a3b4ef121a4e3b04,US,Pennsylvania,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_9cf64af04d2e95a72d,US,Pennsylvania,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_2ce3ed6c0e8a324589,US,Pennsylvania,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""unit_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_77921eca4293bb5c27,US,Pennsylvania,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_38d924f1ad3609200a,US,Pennsylvania,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""unit_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_5e1df8e8cc45419467,US,Pennsylvania,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_63ffb974f8488a5664,US,Pennsylvania,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_fa07baffd06e422309,US,Pennsylvania,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_67cc0f02a85dfe7f69,US,Pennsylvania,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_b362543043cab0106c,US,Pennsylvania,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_cd09a42ab8bc802821,US,Pennsylvania,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,6,True,True,[],pass,[],False,True
US_47210f2421779c756f,US,Pennsylvania,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_2b3ba71069d1e5eab9,US,Pennsylvania,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_57290d297c1a43a6d4,US,Pennsylvania,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_acb942a605c65e06f0,US,Pennsylvania,other_civil_liability,other_civil_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_6e94c6d394acfdcdc7,US,Pennsylvania,other_civil_liability,other_civil_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_78f2e4c0127c877a51,US,Michigan,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_5e6f9cfe4d6f03fb7f,US,Michigan,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_00f7c6571f18d3c66e,US,Michigan,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_f42baf15f4f65533de,US,Michigan,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],True,True
US_157a99d9bc34ad07c0,US,Michigan,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""number_mismatch"",""unit_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_9c0d0f392a9c3505c1,US,Michigan,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_2dc42d5d55548348de,US,Michigan,general_negligence_personal_injury,general_negligence_personal_injury,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_624564663f55368864,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_c494ba6285904ce918,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],[],pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],not_run,[],False,True
US_7cae584411e6f22f4b,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""unit_mismatch"",""number_mismatch"",""negation_presence_mismatch""]",pass,True,True,True,True,True,True,True,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,7,True,True,[],pass,[],False,True
US_0abf417417190c2e89,US,Michigan,medical_professional_liability,medical_professional_liability,pass,pass,"{""en"":[],""ko"":[]}",pass,"{""en"":[],""ko"":[]}",pass,[],"[""negation_presence_mismatch""]",pass,True,True,False,False,True,True,False,True,"{""fact_has_causation"":true,""fact_has_conduct"":true,""fact_has_harm"":true,""fact_has_parties"":true}",[],True,4,False,True,[],pass,[],False,True
