case_id,case_family_id,origin_country,origin_state,court_name,court_level,court_level_confidence,decision_date,case_number_or_citation,primary_domain,case_domain,liability_theories,secondary_tags,analysis_split,main_source_case_id,lower_court_supplemented,lower_court_case_ids,fact_sufficiency_score,neutral_fact_source_language,neutral_fact_source_chars,neutral_fact_ko_chars,neutral_fact_en_chars,jurisdiction_salience_level,jurisdiction_salience_tags,remedy_salience_level,legal_leakage_status,jurisdiction_leakage_status,translation_equivalence_status,source_grounding_status,final_eligible,raw_text_sha256,neutral_fact_source_sha256,neutral_fact_ko_sha256,neutral_fact_en_sha256
KR_f358ab674e5ded71f1,FAM_ebbc98c43822e262,KR,,대법원,supreme,high,2007-07-13,2005다21821,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,KR_f358ab674e5ded71f1,False,[],6,ko,944,944,1797,low,[],low,pass,pass,pass,pass,True,9e88e48c009f9662e81a79ebd73954c3e4e3485a0b0ba62e00805dac5840859a,58b075cfe4e04136919b27f7afc5cf3a62f17713dfef56b9ec3d1a642b830c4c,58b075cfe4e04136919b27f7afc5cf3a62f17713dfef56b9ec3d1a642b830c4c,e638612ab73ec37b760c9feb428c357184efb65674176f07801876474baa7782
KR_3d251e8be01dc48a0b,FAM_e1d990864fb24279,KR,,대법원,supreme,high,2013-06-28,2013다14903,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,KR_3d251e8be01dc48a0b,False,[],6,ko,1232,1232,2509,low,[],low,pass,pass,pass,pass,True,a023cd5b920108b91aa434a829a15d899a54b76932b2fb95736dec1f5c56937d,63d0fd6c8f43f03f62ed0e00340d620541cd895ec77cf4812aa9a3f0e0cef0d0,63d0fd6c8f43f03f62ed0e00340d620541cd895ec77cf4812aa9a3f0e0cef0d0,9fb82591c481fad246817fd8d675efbcaccd623d4ac3a9944b7e55afb1363b38
KR_f8eefffc009c58124b,FAM_ba5ef367c9089ebf,KR,,대법원,supreme,high,2023-06-29,2022다309474,general_negligence_personal_injury,general_negligence_personal_injury,"[""comparative_fault""]","[""comparative_fault""]",confirmatory,KR_f8eefffc009c58124b,False,[],6,ko,1421,1421,1421,low,[],low,pass,pass,pass,pass,True,1b0299f7eae9e05ece1f4184842754c50c65dca7f5549b7de972ab59d4f5b94d,3165880e1ecea98e0ae96c687ded1e9ed0e9c41b23cd568d5696aef4e8ebc3cc,3165880e1ecea98e0ae96c687ded1e9ed0e9c41b23cd568d5696aef4e8ebc3cc,3165880e1ecea98e0ae96c687ded1e9ed0e9c41b23cd568d5696aef4e8ebc3cc
KR_c6a564478fdecad238,FAM_046244c5a510db51,KR,,대법원,supreme,high,2024-09-12,2024다239364,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,KR_c6a564478fdecad238,False,[],6,ko,974,974,1791,low,[],low,pass,pass,pass,pass,True,22bf9fe6f4910a69e11a49a8c982b00c7037f2ebeeca2a54b36395bd39e0f02a,160642a501dcef8fb4fbdbc27aeeac97517f1ae3592d1e5fede20924b2dec13f,160642a501dcef8fb4fbdbc27aeeac97517f1ae3592d1e5fede20924b2dec13f,617231e8428bae6f378fdd808cc858dd2f95c367c173829bf2afa9b9b1a8cc0d
KR_29dbd6f831cc47236c,FAM_d160f11e8fcec53e,KR,,대법원,supreme,high,2016-11-10,2014다229009,general_negligence_personal_injury,general_negligence_personal_injury,"[""comparative_fault""]","[""comparative_fault""]",confirmatory,KR_29dbd6f831cc47236c,False,[],6,ko,652,652,1129,low,[],low,pass,pass,pass,pass,True,8053f4ee20ba8ec455377f9073570342baa6f747cb31066dd510f137a56e5556,f69bfd85d3080ee649341926d66b7b46733678b6ba60d3a09bd2ce2df3c89c05,f69bfd85d3080ee649341926d66b7b46733678b6ba60d3a09bd2ce2df3c89c05,8f47562c9f17e3a9b31943e33f1f3542ac58856b52d1543ceaacd7057e59d738
KR_6c7baac3a6e3991c4e,FAM_6406f9bddbaec695,KR,,대법원,supreme,high,2000-04-25,99다54998,general_negligence_personal_injury,general_negligence_personal_injury,"[""premises_liability""]","[""premises_liability""]",development,KR_6c7baac3a6e3991c4e,False,[],7,ko,936,936,2207,low,[],low,pass,pass,pass,pass,True,b9ab288d3e5f8191f2086ef6ceed40157017156141722d14fa7fd68139526da8,b6a588ca8709a063713e945c2937d7ac52735b75cd7fd47d181c8f1eb6bc8908,b6a588ca8709a063713e945c2937d7ac52735b75cd7fd47d181c8f1eb6bc8908,6c09e75a55ece7090465ddd8309d55c316911d630bc951578a866ba3062b1287
KR_908095abe4f0d6d327,FAM_7d0c4a6847d42aa9,KR,,대법원,supreme,high,2007-07-13,2005다23599,general_negligence_personal_injury,general_negligence_personal_injury,"[""vicarious_liability"",""comparative_fault""]","[""vicarious_liability"",""comparative_fault""]",confirmatory,KR_908095abe4f0d6d327,False,[],6,ko,1456,1456,1456,low,[],low,pass,pass,pass,pass,True,64cef7623f3a7cb769e4928fdb7ba7bce615d86337d2089f514e30f2593f7a16,91d5add30adbc84207dd82fae0a4c986704f8086d1a402acebc622e578612fdc,91d5add30adbc84207dd82fae0a4c986704f8086d1a402acebc622e578612fdc,91d5add30adbc84207dd82fae0a4c986704f8086d1a402acebc622e578612fdc
KR_9d2e86f030a6ea99c5,FAM_7ca308bf0bbfbe75,KR,,대법원,supreme,high,2015-12-10,2015다230228,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,KR_9d2e86f030a6ea99c5,False,[],6,ko,1425,1425,1425,low,[],low,pass,pass,pass,pass,True,1f94c64b434b37b4090cc3388ae862734904691245d649bc4dd9c08902b9c55d,6261be68327ae8b74818eee6f362534dd1f2293493482361dfce4b1db5ecc068,6261be68327ae8b74818eee6f362534dd1f2293493482361dfce4b1db5ecc068,6261be68327ae8b74818eee6f362534dd1f2293493482361dfce4b1db5ecc068
KR_cd0b887a7a431369b9,FAM_3ad20c5f988b1573,KR,,대법원,supreme,high,2006-09-28,2004다48768,general_negligence_personal_injury,general_negligence_personal_injury,"[""comparative_fault""]","[""comparative_fault""]",development,KR_cd0b887a7a431369b9,False,[],7,ko,1085,1085,1880,low,[],low,pass,pass,pass,pass,True,14ff87fb5f4cf319515233325eec2d65949de681c3906e4a0f2c27c450db36e0,f07daa0611f7bb5788da8b8752499cc6cd01801e959ded09ea4c96dbb6ddf725,f07daa0611f7bb5788da8b8752499cc6cd01801e959ded09ea4c96dbb6ddf725,36e6d76fddfd07349f299874658f1f06353b12e6f8e7ead58f02491aa9030cb3
KR_196d874266db86b00d,FAM_d8af1f8e98e9ccd6,KR,,대법원,supreme,high,2021-01-14,2020다261776,general_negligence_personal_injury,general_negligence_personal_injury,"[""comparative_fault""]","[""comparative_fault""]",confirmatory,KR_196d874266db86b00d,False,[],6,ko,896,896,1539,low,[],low,pass,pass,pass,pass,True,0fb5a5ee7f4690eb43bdc928f5a44f9cbe1676cf3faff219ab087a6259efa413,33be933c8579716bc263654b1548c31ba8ba5be9f1367b66326960c5fbfb43cc,33be933c8579716bc263654b1548c31ba8ba5be9f1367b66326960c5fbfb43cc,f05037a8b85e298a13fe0432559307413a24850c9025d58651661ac55a820ccd
KR_251ece560a954ca2fc,FAM_54b3081ba209650e,KR,,대법원,supreme,high,2016-12-15,2015다241228,general_negligence_personal_injury,general_negligence_personal_injury,"[""comparative_fault""]","[""comparative_fault""]",confirmatory,KR_251ece560a954ca2fc,False,[],6,ko,543,543,1156,low,[],low,pass,pass,pass,pass,True,367bf03ccc47e90a0854fa7cb906843108e2c8792abdf68dce47494ab951dde7,adc9a8f2738e299a8504b9f2a54544a3f4058d50158732d8565c986ba7430341,adc9a8f2738e299a8504b9f2a54544a3f4058d50158732d8565c986ba7430341,420670523a83385214e7f20fa6956219a46182794b43fa3ac09afdb0e9284684
KR_820a517fce55c93a84,FAM_992c17ceec0654ea,KR,,대법원,supreme,high,2006-03-09,2005다16904,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,KR_820a517fce55c93a84,False,[],7,ko,446,446,835,low,[],low,pass,pass,pass,pass,True,c469edb31351307db1082d42a637f945f6a7d481f4c4c803af6004ad04e7e213,cb63e27c84deed50d3f8a193db9dde446dd49f807e380a92f8e91c34601568a5,cb63e27c84deed50d3f8a193db9dde446dd49f807e380a92f8e91c34601568a5,c6bc54de9cde50a28ef7f09e7c031e3ec0b0797547d95d2b2ed1b3040b2bca47
KR_b8c149d3a7eebfddda,FAM_fe0d59a1289306a0,KR,,대법원,supreme,high,2009-11-12,2007다53785,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,KR_b8c149d3a7eebfddda,False,[],7,ko,893,893,1972,low,[],low,pass,pass,pass,pass,True,c0c6e43917ccbfd4f37c4d2aee693a7e24a263032498f13a0bf3dfcca299e911,b9dc246cd06b1f2f1ae6bfbb5a291b82f56c8a79ae84bb331e1fa16769747357,b9dc246cd06b1f2f1ae6bfbb5a291b82f56c8a79ae84bb331e1fa16769747357,5ee84daa0c4b49afc048157cffbb5c03750560da75197589c4e0649dc3b568e4
KR_5ebeddec620aad3412,FAM_85ab51cc25d15425,KR,,대법원,supreme,high,2010-02-11,2009다94278,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,KR_5ebeddec620aad3412,False,[],6,ko,691,691,1314,low,[],low,pass,pass,pass,pass,True,6fdc03ca7207c6bd620311c0c9c928010bcab7701421ab6a35b81f3d4b2c708a,52f8ff080f63579dac02b3e1cd3997863a351ae8fdf656a3259771943fb6fdb8,52f8ff080f63579dac02b3e1cd3997863a351ae8fdf656a3259771943fb6fdb8,a3644173fb3648fbb26c914b598dc5cfb668b4e0acba8cd101ff32e72bf2ed7b
KR_166fe3c2ec192a031c,FAM_b2f487aabdbe5764,KR,,대법원,supreme,high,2006-01-12,2003다28880,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,KR_166fe3c2ec192a031c,False,[],6,ko,802,802,1449,low,[],low,pass,pass,pass,pass,True,fab3462a495b3c63d6ec55c09fa78c8eeb4a9b2d784a1201e87fee8892615eb1,bf6df358d2fd0d0744005c2cad9bdea778b63eff1e252eefd1880859e17f5f7c,bf6df358d2fd0d0744005c2cad9bdea778b63eff1e252eefd1880859e17f5f7c,31f4c2b751b8023d0b9086cd8876a2c54c551a89dc6442103b25bd9bc3f809f3
KR_d614974ea605954ae6,FAM_985eb79cad20ed62,KR,,대법원,supreme,high,2019-07-10,2018다273417,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_d614974ea605954ae6,False,[],7,ko,485,485,934,low,[],low,pass,pass,pass,pass,True,bf1faee3a6a2f842a1ac9606b475179333f097068910ae5350effc910cbb88bd,bd7735a4578c0ccdb5d2f0d25e233e8abed6a60fa52b885419fe8c6b24b52eb1,bd7735a4578c0ccdb5d2f0d25e233e8abed6a60fa52b885419fe8c6b24b52eb1,703f448567daed2acfa77f9577e7e4ead7373dd84df789464d1d59c1005ab0d8
KR_3bdfa18ada600372f2,FAM_55a862ee47e56585,KR,,대법원,supreme,high,2020-04-09,2018다246767,medical_professional_liability,medical_professional_liability,"[""comparative_fault""]","[""comparative_fault""]",confirmatory,KR_3bdfa18ada600372f2,False,[],7,ko,2326,2326,2326,low,[],low,pass,pass,pass,pass,True,6ba688aab97a98f5f972178b1c142230da4c94df403e7cc869397fb8421f4fc4,c1304b5d5f42085c5935444b26eb14bad786ab8d3ab7c8a32778ee36606478e2,c1304b5d5f42085c5935444b26eb14bad786ab8d3ab7c8a32778ee36606478e2,c1304b5d5f42085c5935444b26eb14bad786ab8d3ab7c8a32778ee36606478e2
KR_d35502ba94fbfc6c92,FAM_839b378502b90596,KR,,대법원,supreme,high,2022-09-07,2019다241455,medical_professional_liability,medical_professional_liability,"[""intentional_misconduct""]","[""intentional_misconduct""]",confirmatory,KR_d35502ba94fbfc6c92,False,[],6,ko,576,576,1189,low,[],low,pass,pass,pass,pass,True,2b1d5075457a154d08ff51e813d2f25b400ee06f33b12c30acd9d2f1eda96c83,883175ce1234e03b71196eb099481c02062300556c5d80a32cbca4324cb2b60e,883175ce1234e03b71196eb099481c02062300556c5d80a32cbca4324cb2b60e,8324519a3f20da4c1d8f2f05849e4c55f6b0971dbeef699afa14d44d0f93a5a7
KR_f3fe352a4c02d16f80,FAM_d908d5a29e44ad5f,KR,,대법원,supreme,high,2006-05-11,2003다8503,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_f3fe352a4c02d16f80,False,[],5,ko,409,409,1100,low,[],low,pass,pass,pass,pass,True,542359a057feb72d71fc83b2fed0bc5e8aa588ef81aabc14aed9dfda39fdc8a3,2ee8c08d7874c8a980711c2f359fd4df27c78adfdf3e99ced5b48bf107c80aa7,2ee8c08d7874c8a980711c2f359fd4df27c78adfdf3e99ced5b48bf107c80aa7,9d29c27737ec11c13fd591af4b068417bfd771d7bb8ba0b5b66560e868b7b0f2
KR_78134d127e8ed36369,FAM_4b639275d9b4cfe7,KR,,대법원,supreme,high,2006-01-12,2004다46922,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_78134d127e8ed36369,False,[],6,ko,756,756,1382,low,[],low,pass,pass,pass,pass,True,92c1589f1828a49c54acf38ef1fcf409ce56adbe4fbe081e8d2502b8e78d224e,51ecf75044bfbea8e98e7123016071aa536e03e79c91fefe6a29860f15d4ff0c,51ecf75044bfbea8e98e7123016071aa536e03e79c91fefe6a29860f15d4ff0c,3725918c63d1a1c1501c113b50c65bb1be83aeeb834892f3ec50753aaaa93b0f
KR_973642690caa8c1765,FAM_39f83859b16fd9d9,KR,,대법원,supreme,high,2009-07-09,2008다19034,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_973642690caa8c1765,False,[],7,ko,997,997,1784,low,[],low,pass,pass,pass,pass,True,c6f22cf73513d3f369a864c70939959a3329d4c14de46e0704847632e7fa7ce9,c488c62f4a98e01094a727728ae4d5eac38b34c681f0f4ec1ae05df852d07ab0,c488c62f4a98e01094a727728ae4d5eac38b34c681f0f4ec1ae05df852d07ab0,cc0a370b5dd8a40737fdc7175e6c4374864bde98c23dfc29e0441d4a8820e02f
KR_9fa690d66617cf987e,FAM_2f4bf01546c0cae2,KR,,대법원,supreme,high,2002-06-28,2001다27777,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_9fa690d66617cf987e,False,[],7,ko,802,802,1803,low,[],low,pass,pass,pass,pass,True,bbadb22029d0e0da0fd78d9cf4a711e43677cd056a4db8a6f7b77ffa9f578793,ecd4ec71d30eaaca9cba31353e028e141b5addbe022b65a2dc70803781beb094,ecd4ec71d30eaaca9cba31353e028e141b5addbe022b65a2dc70803781beb094,347f2711aa4da38dbb1801a4c166abfc713a90b640fd3767bff72c086f380062
KR_eee8ecec3165d10cc6,FAM_2d194b5b5a909c17,KR,,대법원,supreme,high,2024-11-20,2021다220864,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_eee8ecec3165d10cc6,False,[],7,ko,1352,1352,1352,low,[],low,pass,pass,pass,pass,True,084f44e657724e343e33a245494416731b3ab2997310bcc90b60179004f7e63d,89b9386dc83b1195427b3924da028a31e630e389a298b5e403fe0ee2b77dab02,89b9386dc83b1195427b3924da028a31e630e389a298b5e403fe0ee2b77dab02,89b9386dc83b1195427b3924da028a31e630e389a298b5e403fe0ee2b77dab02
KR_b1623e21ca7095a358,FAM_9aa67d47042380ad,KR,,대법원,supreme,high,2024-07-11,2023다314022,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_b1623e21ca7095a358,False,[],6,ko,750,750,1367,low,[],low,pass,pass,pass,pass,True,635cd7587dfdc52cc9407176ffb22ea3f80485a49f14e957ad9bb536baeacb2c,63d9018a92cd37b4fbd9fae671dcab99ed346afce949b363224b8be2309aa961,63d9018a92cd37b4fbd9fae671dcab99ed346afce949b363224b8be2309aa961,fcae8f47d38fdc83f81e99556b83d8403c2c34256104de129c650394e175f4e3
KR_47079dcb1572fd2e34,FAM_ea83f2c5723e48c4,KR,,대법원,supreme,high,2004-10-28,2002다45185,medical_professional_liability,medical_professional_liability,[],[],development,KR_47079dcb1572fd2e34,False,[],7,ko,938,938,2187,low,[],low,pass,pass,pass,pass,True,9e939d5ed03c922b7c0dc99e5dfb4f6e83f7ccd389b7990bef09e2472e6a189e,d1887305c3057280753679e7f694cbfeefe97ca5d64a937afca7b7edf6c22ee6,d1887305c3057280753679e7f694cbfeefe97ca5d64a937afca7b7edf6c22ee6,0c3031d0635376bfbf4fb2ac1999ea2d37ec7ee3055361f1dd09204ded500c89
KR_8d7ca5d24afd11d1da,FAM_9ff6835d24c228df,KR,,대법원,supreme,high,2007-09-20,2005다63337,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_8d7ca5d24afd11d1da,False,[],6,ko,1058,1058,1905,low,[],low,pass,pass,pass,pass,True,adbb4245d37dfd34c41fb191a2a78e827ac3113c29aa77df98d62630016b0eea,0291099c736135bbd0f41dd124019ba32aac7e695b098d229d1ca16be374a341,0291099c736135bbd0f41dd124019ba32aac7e695b098d229d1ca16be374a341,e2b6ab34d158602dd7e2b4159b23d47ffbed8ffebd13a53ba08219881063aca8
KR_1490ae2a5caa81b4c7,FAM_5ddfbb6e73dd501b,KR,,대법원,supreme,high,2023-10-12,"2020다246999, 247008",medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_1490ae2a5caa81b4c7,False,[],7,ko,701,701,1319,low,[],low,pass,pass,pass,pass,True,a4f1df0b6740f5e8758bc612cf01aa0f4a249b196c2d854eefa7ee2494a8cb51,71964c8775c1548a87414c06b91bafdb2e74d0fa2fcedc9ffe1456e6ea45a983,71964c8775c1548a87414c06b91bafdb2e74d0fa2fcedc9ffe1456e6ea45a983,b3c05bb81af35be0abb33b95f64439db35825cd39151b41a09a2519616673da1
KR_fade97268b1abdcfa2,FAM_1f964adb613afe30,KR,,대법원,supreme,high,2008-12-11,2006다5550,medical_professional_liability,medical_professional_liability,"[""comparative_fault""]","[""comparative_fault""]",confirmatory,KR_fade97268b1abdcfa2,False,[],6,ko,692,692,1597,low,[],low,pass,pass,pass,pass,True,3f9488937430f984f12b5af21af0c6dc3cc7f9e3fc4289f64e4e8cba716aedce,b07967d94b9c1679857497eadb8eea34c2abdedc5cd65a353cd15aa1910aa5ac,b07967d94b9c1679857497eadb8eea34c2abdedc5cd65a353cd15aa1910aa5ac,27baea558d17dba2e23874ca1dc7e1b38996f17eed2c636e207a1b069ed5a5a6
KR_4ea4b7c552d041ba9e,FAM_e97e2491ca1a461b,KR,,대법원,supreme,high,2002-05-10,2000다50213,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_4ea4b7c552d041ba9e,False,[],7,ko,1290,1290,2449,low,[],low,pass,pass,pass,pass,True,d9d30b602863611c3d760463c1d63ec673e7a7e008903eb2a377aa82ec70ad05,e08154e209cb1e2a404910de632b98191293bf74c9cd071757cb7cfeb8eb9c5a,e08154e209cb1e2a404910de632b98191293bf74c9cd071757cb7cfeb8eb9c5a,e7692d046159cb7f7c93818a1fc724b649ebf9cdedf39b1644d8c77a01251d07
KR_77616f4d33f49f160f,FAM_fe69b552c377705e,KR,,대법원,supreme,high,2015-05-14,2014다16494,medical_professional_liability,medical_professional_liability,[],[],development,KR_77616f4d33f49f160f,False,[],5,ko,281,281,614,low,[],low,pass,pass,pass,pass,True,a49ed14501dd796ab695ef23a836d7b558a4f17224f826b51dc9013f50f54d91,c1d0d89071341edd91438694023ae2c6ad2a3081c37146aca251e8a1724068f5,c1d0d89071341edd91438694023ae2c6ad2a3081c37146aca251e8a1724068f5,b8901269cba55f7e049a923e4360dca365c7b1b30f801b8007c44c1a31fe4e8e
KR_38f0a0551f52400584,FAM_927d5facf1c39f25,KR,,대법원,supreme,high,2009-01-15,2008다63192,medical_professional_liability,medical_professional_liability,"[""negligent_supervision""]","[""negligent_supervision""]",confirmatory,KR_38f0a0551f52400584,False,[],7,ko,1761,1761,1761,low,[],low,pass,pass,pass,pass,True,3fbe63cbebea9a49f424ccb077e2547b268cb6b62f2e3c3f7597928d527e03e0,5298928b1b251a292b5d2ba8d741301232afaf310272177fc544f67932cdb934,5298928b1b251a292b5d2ba8d741301232afaf310272177fc544f67932cdb934,5298928b1b251a292b5d2ba8d741301232afaf310272177fc544f67932cdb934
KR_f5a5d762462130dccb,FAM_9458c1021f494ad5,KR,,대법원,supreme,high,2011-01-27,2009다19864,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_f5a5d762462130dccb,False,[],6,ko,2093,2093,5181,low,[],low,pass,pass,pass,pass,True,ff2d2993b080ffb957655f4f339f694d01e32e7fb301dccdebd0b2dba703b4c5,cc67d6aa1ac376f18c4e5a97c19e6fff0285b1173df3b7a2939539171da74a68,cc67d6aa1ac376f18c4e5a97c19e6fff0285b1173df3b7a2939539171da74a68,ccc0f256d4738d0674225993a815ff99bc3c78d4b93c3029bfceba6c23b66bcf
KR_fbac05e4c9ae195c2d,FAM_e1f8cd8f82cb2aa6,KR,,대법원,supreme,high,2010-07-08,2010다2862,medical_professional_liability,medical_professional_liability,"[""wrongful_death"",""comparative_fault""]","[""wrongful_death"",""comparative_fault""]",development,KR_fbac05e4c9ae195c2d,False,[],7,ko,410,410,757,low,[],low,pass,pass,pass,pass,True,20248495fce1af82430590b380937f790ae970be238d09825dba5b9ce456ef8d,7fefa0f07666c6ad36d7459aef804d1e7fb6cb355c67c5ef7e4d8dcded48a85d,7fefa0f07666c6ad36d7459aef804d1e7fb6cb355c67c5ef7e4d8dcded48a85d,d3418aae6d994dc5a65501ed6f837e564873185d6b8ccc979b6c926bf38739a7
KR_4b24e5a20e1f1ddead,FAM_da2eba6cdc053afe,KR,,대법원,supreme,high,2008-04-24,2006다32132,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_4b24e5a20e1f1ddead,False,[],7,ko,1937,1937,1937,low,[],low,pass,pass,pass,pass,True,c43204daa398ffdf139bd1d0ef24dc7e068587963d58fd020f3c54fc1e64d720,c3a9554c99a6ba0a70479952230c22f8490d02263281c2ca87c84be032f5545b,c3a9554c99a6ba0a70479952230c22f8490d02263281c2ca87c84be032f5545b,c3a9554c99a6ba0a70479952230c22f8490d02263281c2ca87c84be032f5545b
KR_293763f5a50c79c279,FAM_d162e89576368f2f,KR,,대법원,supreme,high,2007-04-13,2006다78640,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_293763f5a50c79c279,False,[],7,ko,464,464,863,low,[],low,pass,pass,pass,pass,True,63dff184c8a2f6632eda185ff1646482f51c5146b4c00c16b91255bda4c595e2,f735128f54775b833de1ed985258236801402f9421cd83c85bf5bff698f4dea2,f735128f54775b833de1ed985258236801402f9421cd83c85bf5bff698f4dea2,d108c546b767ea4ba0e9e2900b745116b6a23e74143339ed2111df623cb2df96
KR_5beca7bd705b05bb94,FAM_e03c8dd67e56de2e,KR,,대법원,supreme,high,2007-09-07,2005다69540,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_5beca7bd705b05bb94,False,[],6,ko,183,183,352,low,[],low,pass,pass,pass,pass,True,f91eb9bf2e0fde54c15d69989d644a74b65b90accd40938ed38778ee567f47db,fb00353e7c86ceac174f5b3a289faeecbde7a88fd9dfdbb5a2a257c2bdbdde81,fb00353e7c86ceac174f5b3a289faeecbde7a88fd9dfdbb5a2a257c2bdbdde81,c2ed07c5fa93a0d6cc7c48616715003051478db828f4e97e126310b5e0b4ce40
KR_f1f9176685f8c1c0db,FAM_d0aa09428e0f5d2d,KR,,대법원,supreme,high,2018-03-13,2017다267217,medical_professional_liability,medical_professional_liability,"[""comparative_fault""]","[""comparative_fault""]",confirmatory,KR_f1f9176685f8c1c0db,False,[],7,ko,590,590,1210,low,[],low,pass,pass,pass,pass,True,c2930f46c8493863abc3db197037d7a07d68a2921b5c4817e8872c56fe6c38bb,da9b55ed33391a98e99d14f8b420fbcaeb20621c43074885a7c0b2407716df42,da9b55ed33391a98e99d14f8b420fbcaeb20621c43074885a7c0b2407716df42,8899093921b55ac643b7fd4cddcbd4ebaa22882dce1f6d499739b1e8d48fba58
KR_1e296dbb0bcebaab8f,FAM_b878fcc5d2f83089,KR,,대법원,supreme,high,2016-12-15,2016다237264,medical_professional_liability,medical_professional_liability,"[""intentional_misconduct""]","[""intentional_misconduct""]",confirmatory,KR_1e296dbb0bcebaab8f,False,[],5,ko,530,530,1195,low,[],low,pass,pass,pass,pass,True,334e669290c08a9a3d243808b4881b6715c2cdb769ad769abdd755b982bbd200,bca5ab916733f29797d11b537cc5dc283e1725998a766b98b7b4f0a468cc8f3b,bca5ab916733f29797d11b537cc5dc283e1725998a766b98b7b4f0a468cc8f3b,75b2639b6b3d0232153cad83eb417d8b069609583772d34d6aab164de975de1f
KR_af61f4590681c75f54,FAM_74ced5fac5880b45,KR,,대법원,supreme,high,2010-09-30,"2008다58794,58800,58817",medical_professional_liability,medical_professional_liability,[],[],development,KR_af61f4590681c75f54,False,[],7,ko,625,625,990,low,[],low,pass,pass,pass,pass,True,e1a808e522254cc6070a0a34a53dc0ba07d5f46eb1bbccc28435c5cdd2c227b5,33ecc0da93cd25b2bf7e5305f36f1aa97b74fed3365f9a2c13a57487f3eae480,33ecc0da93cd25b2bf7e5305f36f1aa97b74fed3365f9a2c13a57487f3eae480,b5868cd90ce3b428f5da44686ac2308196c7028da39ccb7d583dd0ca3be7ba7a
KR_cabb12a8960b273308,FAM_9e1f2efd030b0a6f,KR,,대법원,supreme,high,2020-07-23,2016다271455,medical_professional_liability,medical_professional_liability,[],[],development,KR_cabb12a8960b273308,False,[],7,ko,816,816,1587,low,[],low,pass,pass,pass,pass,True,99c7dcdedf71a7a4d5f3a4582268a4d5bdbd74a77a34a8146bc2586cf8811efb,592c0ccf2d168b18258322fb53edf53bdf1b53525ae281ed2d95c1ecdca5d17d,592c0ccf2d168b18258322fb53edf53bdf1b53525ae281ed2d95c1ecdca5d17d,cba4e83315b298a04dd48b2250abc3aab9914111bdb7af735a701607ffe5eff1
KR_b7cbce3536a0f4f763,FAM_077473b0d02ff55e,KR,,대법원,supreme,high,2014-11-13,"2011다77313,77320",medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_b7cbce3536a0f4f763,False,[],7,ko,1486,1486,2797,low,[],low,pass,pass,pass,pass,True,c8a7730f3284f9af07a5ee25b7cba72f9369fdc9d1a8c3cf38c555a063d23b6c,6bf982c8cdd53f858c6ca82caeea9bc3ebb12d5318dfd7b26b752951b28d6a2c,6bf982c8cdd53f858c6ca82caeea9bc3ebb12d5318dfd7b26b752951b28d6a2c,6d410f919ad448b545f6d7268cae23e7ed1441a7f74c4351454e31279c72e4bb
KR_91bd2c03cf60df4426,FAM_1f5a022cebb945c6,KR,,대법원,supreme,high,2022-08-11,2022다202498,medical_professional_liability,medical_professional_liability,[],[],confirmatory,KR_91bd2c03cf60df4426,False,[],6,ko,1090,1090,2376,low,[],low,pass,pass,pass,pass,True,7f0634e3031cc0206283acb88ba0adac0ecd5a50295b33f612e0f857d73a47bc,37f4fd139bdcb5265aa157f2a2c21fbc589cedceb3f4c44ffccdd6e10ff41300,37f4fd139bdcb5265aa157f2a2c21fbc589cedceb3f4c44ffccdd6e10ff41300,5138e365239d9936a1a0b1aad89b8e1e9bac66d97fd0b35d56749e763dcef51b
